Id,WnvPresent
1,0.0030939506835774796
2,0.001671957954997766
3,0.0026128281316804133
4,0.0011955764626927616
5,0.0006318884737577504
6,0.0025334848549588267
7,0.0025334848549588267
8,0.0003041124845894382
9,0.002432321686807744
10,0.0013209230533055025
11,0.0022467137133958446
12,0.0009465104661724212
13,0.0005528873347796436
14,0.002039583522064643
15,0.002039583522064643
16,0.0002447193117512551
17,0.0034097225604078018
18,0.0018088407662892256
19,0.002879637972588198
20,0.001296308546362061
21,0.0006843992339638147
22,0.002792215212203957
23,0.002792215212203957
24,0.00033524627840101295
25,0.0028953941606683904
26,0.001403706503187492
27,0.00239169013510574
28,0.0010942566598628714
29,0.0005899549225461864
30,0.0023190465019211513
31,0.0023190465019211513
32,0.00030309863415200496
33,0.001843498422393588
34,0.0008932549091577517
35,0.0015225104806470785
36,0.0006962566579011206
37,0.0003753092360562257
38,0.0014762276765862186
39,0.0014762276765862186
40,0.0002097845480243326
41,0.0021927507220237423
42,0.0010626744505797979
43,0.0018110616860997713
44,0.000828343426701226
45,0.00044653631430514596
46,0.0017560226391735883
47,0.0017560226391735883
48,0.00021595771395913272
49,0.001843498422393588
50,0.0008932549091577517
51,0.0015225104806470785
52,0.0006962566579011206
53,0.0003753092360562257
54,0.0014762276765862186
55,0.0014762276765862186
56,0.0002097845480243326
57,0.002829916560505156
58,0.00137191610950569
59,0.0023375767944161328
60,0.0010694670149959805
61,0.0005765832981513974
62,0.002266573030200337
63,0.002266573030200337
64,0.0002790931442674791
65,0.002464924083126208
66,0.0011947459886687238
67,0.0020359548818863534
68,0.0009313189371392632
69,0.0005020713250334646
70,0.0019740947378347477
71,0.0019740947378347477
72,0.00023247866049196884
73,0.007391595382364488
74,0.003411346534732865
75,0.006110492640593888
76,0.002492625807238206
77,0.00138057696756596
78,0.005925567442494479
79,0.005925567442494479
80,0.000627933694614863
81,0.0021927507220237423
82,0.0010626744505797979
83,0.0018110616860997713
84,0.000828343426701226
85,0.00044653631430514596
86,0.0017560226391735883
87,0.0017560226391735883
88,0.00021595771395913272
89,0.006649515019325312
90,0.0032299947338935027
91,0.005496316604495507
92,0.0022412677156830457
93,0.0012412191038976069
94,0.0053298788771135065
95,0.0053298788771135065
96,0.0005653392710704995
97,0.006321389684322234
98,0.0030700866964886173
99,0.005224797405552091
100,0.0021302041878991512
101,0.001179653281748411
102,0.0050665398493733305
103,0.0050665398493733305
104,0.0005364878735812662
105,0.0015190270127744335
106,0.00073591113482719
107,0.001254464676330942
108,0.0005735935249125199
