Id,WnvPresent
1,0.04672750191961383
2,0.005278743625405655
3,0.05539601702637853
4,0.05271976453268334
5,0.04938643119935002
6,0.05271976453268334
7,0.05271976453268334
8,0.05271976453268334
9,0.07882183465012822
10,0.006865811280406309
11,0.06660957655383026
12,0.06339850354756152
13,0.06791287806193604
14,0.07124621139526938
15,0.07124621139526938
16,0.07124621139526938
17,0.08895322149487503
18,0.00565891472868217
19,0.07706670265950903
20,0.06654274231810599
21,0.07105711683248049
22,0.07439045016581383
23,0.07439045016581383
24,0.07439045016581383
25,0.056831910135825066
26,0.006971077070333678
27,0.06296392778643733
28,0.0538104924084754
29,0.05047715907514208
30,0.0538104924084754
31,0.0538104924084754
32,0.0538104924084754
33,0.051892605647987845
34,0.008325478876202752
35,0.043795339069315896
36,0.03925580330525357
37,0.03592246997192024
38,0.03925580330525357
39,0.03925580330525357
40,0.03925580330525357
41,0.051301472643061743
42,0.008325478876202752
43,0.043795339069315896
44,0.03925580330525357
45,0.03592246997192024
46,0.03925580330525357
47,0.03925580330525357
48,0.03925580330525357
49,0.051892605647987845
50,0.008325478876202752
51,0.043795339069315896
52,0.03925580330525357
53,0.03592246997192024
54,0.03925580330525357
55,0.03925580330525357
56,0.03925580330525357
57,0.056831910135825066
58,0.006971077070333678
59,0.06296392778643733
60,0.0538104924084754
61,0.05047715907514208
62,0.0538104924084754
63,0.0538104924084754
64,0.0538104924084754
65,0.0730656763695913
66,0.006971077070333678
67,0.06296392778643733
68,0.0538104924084754
69,0.05047715907514208
70,0.0538104924084754
71,0.0538104924084754
72,0.0538104924084754
73,0.06965968752337366
74,0.008325478876202752
75,0.07185052364659752
76,0.060644321215868525
77,0.057310987882535185
78,0.060644321215868525
79,0.060644321215868525
80,0.060644321215868525
81,0.051301472643061743
82,0.008325478876202752
83,0.043795339069315896
84,0.03925580330525357
85,0.03592246997192024
86,0.03925580330525357
87,0.03925580330525357
88,0.03925580330525357
89,0.07722066313312975
90,0.008325478876202752
91,0.06274483258968694
92,0.05820529682562462
93,0.05487196349229128
94,0.05820529682562462
95,0.05820529682562462
96,0.05820529682562462
97,0.08722066313312973
98,0.008325478876202752
99,0.06274483258968694
100,0.05820529682562462
101,0.05487196349229128
102,0.05820529682562462
103,0.05820529682562462
104,0.05820529682562462
105,0.060983514738896946
106,0.008325478876202752
107,0.043795339069315896
108,0.03925580330525357
109,0.03592246997192024
110,0.03925580330525357
111,0.03925580330525357
112,0.03925580330525357
113,0.0633451133867669
114,0.00565891472868217
115,0.05433372774911474
116,0.05348718676255043
117,0.05800156127692494
118,0.06133489461025826
119,0.06133489461025826
120,0.06133489461025826
121,0.0587120878881049
122,0.005025666778261355
123,0.07885184292564765
124,0.04969840754768572
125,0.04636507421435239
126,0.04969840754768572
127,0.04969840754768572
128,0.04969840754768572
129,0.05591051688926884
130,0.006485640177129794
131,0.04208535556716443
132,0.046721990408603524
133,0.04338865707527018
134,0.046721990408603524
135,0.046721990408603524
136,0.046721990408603524
137,0.08451796043042703
138,0.008325478876202752
139,0.05095122079607515
140,0.04641168503201284
141,0.0430783516986795
142,0.04641168503201284
143,0.04641168503201284
144,0.04641168503201284
145,0.07895322149487502
146,0.00565891472868217
147,0.08151114710395346
148,0.07098718676255043
149,0.07550156127692494
150,0.07883489461025828
151,0.07883489461025828
152,0.07883489461025828
153,0.04952470471681662
154,0.005278743625405655
155,0.05910231073267223
156,0.05551696732988613
157,0.0521836339965528
158,0.05551696732988613
159,0.05551696732988613
160,0.05551696732988613
161,0.06811287294960845
162,0.00565891472868217
163,0.061111706088464925
164,0.0602651651019006
165,0.06477953961627511
166,0.06811287294960845
167,0.06811287294960845
168,0.06811287294960845
169,0.06496329349712932
170,0.013947821256380189
171,0.09109531114774157
172,0.061941875769779636
173,0.058608542436446316
174,0.061941875769779636
175,0.061941875769779636
176,0.061941875769779636
177,0.08121914692169004
178,0.01384255546645282
179,0.08313292248882177
180,0.06324326326657079
181,0.06775763778094529
182,0.07109097111427863
183,0.07109097111427863
184,0.07109097111427863
185,0.07652918061941799
186,0.012002410964307866
187,0.09655060877234398
188,0.06739717339438205
189,0.06406384006104872
190,0.06739717339438205
191,0.06739717339438205
192,0.06739717339438205
193,0.057264918695137904
194,0.007840041982998869
195,0.0434397573730335
196,0.04807639221447259
197,0.04474305888113927
198,0.04807639221447259
199,0.04807639221447259
200,0.04807639221447259
201,0.05169284301737651
202,0.006971077070333678
203,0.057300385143513245
204,0.04814694976555131
205,0.04481361643221799
206,0.04814694976555131
207,0.04814694976555131
208,0.04814694976555131
209,0.07451796043042705
210,0.008325478876202752
211,0.05095122079607515
212,0.04641168503201284
213,0.0430783516986795
214,0.04641168503201284
215,0.04641168503201284
216,0.04641168503201284
217,0.051892605647987845
218,0.008325478876202752
219,0.05288624816022498
220,0.048346712396162665
221,0.045013379062829324
222,0.048346712396162665
223,0.048346712396162665
224,0.048346712396162665
225,0.06812637188175408
226,0.008325478876202752
227,0.043795339069315896
228,0.03925580330525357
229,0.03592246997192024
230,0.03925580330525357
231,0.03925580330525357
232,0.03925580330525357
233,0.08515045547610764
234,0.026633145431274728
235,0.08376398571044477
236,0.0801925571390162
237,0.07685922380568287
238,0.0801925571390162
239,0.0801925571390162
240,0.0801925571390162
241,0.05278833601335073
242,0.006485640177129794
243,0.05580905282744705
244,0.05076826831404743
245,0.047434934980714105
246,0.05076826831404743
247,0.05076826831404743
248,0.05076826831404743
249,0.06220422318297512
250,0.006485640177129794
251,0.06767186583109402
252,0.06263108131769442
253,0.059297747984361084
254,0.06263108131769442
255,0.06263108131769442
256,0.06263108131769442
257,0.06812637188175408
258,0.008325478876202752
259,0.043795339069315896
260,0.03925580330525357
261,0.03592246997192024
262,0.03925580330525357
263,0.03925580330525357
264,0.03925580330525357
265,0.061521121978639945
266,0.013947821256380189
267,0.06926604285505865
268,0.06011260747709672
269,0.05677927414376338
270,0.06011260747709672
271,0.06011260747709672
272,0.06011260747709672
273,0.05798654931108281
274,0.006971077070333678
275,0.08411856696169506
276,0.05496513158373313
277,0.051631798250399805
278,0.05496513158373313
279,0.05496513158373313
280,0.05496513158373313
281,0.06144432832526336
282,0.005025666778261355
283,0.06957386458629747
284,0.05042042920833554
285,0.0470870958750022
286,0.05042042920833554
287,0.05042042920833554
288,0.05042042920833554
289,0.0587120878881049
290,0.005025666778261355
291,0.07885184292564765
292,0.04969840754768572
293,0.04636507421435239
294,0.04969840754768572
295,0.04969840754768572
296,0.04969840754768572
297,0.04672750191961383
298,0.005278743625405655
299,0.04571859767153983
300,0.05271976453268334
301,0.04938643119935002
302,0.05271976453268334
303,0.05271976453268334
304,0.05271976453268334
305,0.06508724771910775
306,0.007840041982998869
307,0.06604526182549574
308,0.054989630329351516
309,0.05165629699601819
310,0.054989630329351516
311,0.054989630329351516
312,0.054989630329351516
313,0.058717651683384754
314,0.006485640177129794
315,0.06150904183780847
316,0.05914450981810404
317,0.05581117648477072
318,0.05914450981810404
319,0.05914450981810404
320,0.05914450981810404
321,0.08172372052180568
322,0.007840041982998869
323,0.0759068428533019
324,0.07270835421430055
325,0.06937502088096721
326,0.07270835421430055
327,0.07270835421430055
328,0.07270835421430055
329,0.09451796043042705
330,0.008325478876202752
331,0.05095122079607515
332,0.04641168503201284
333,0.0430783516986795
334,0.04641168503201284
335,0.04641168503201284
336,0.04641168503201284
337,0.06569439586943127
338,0.013462384363176306
339,0.0881632053786937
340,0.06612125400415055
341,0.06278792067081723
342,0.06612125400415055
343,0.06612125400415055
344,0.06612125400415055
345,0.0603664828033822
346,0.013947821256380189
347,0.06405157461997187
348,0.05489813924200993
349,0.051564805908676604
350,0.05489813924200993
351,0.05489813924200993
352,0.05489813924200993
353,0.06569439586943127
354,0.013462384363176306
355,0.0781632053786937
356,0.06612125400415055
357,0.06278792067081723
358,0.06612125400415055
359,0.06612125400415055
360,0.06612125400415055
361,0.05627850869980689
362,0.013462384363176306
363,0.06630039237504672
364,0.05425844100050357
365,0.05092510766717025
366,0.05425844100050357
367,0.05425844100050357
368,0.05425844100050357
369,0.0633451133867669
370,0.00565891472868217
371,0.06433372774911474
372,0.05348718676255043
373,0.05800156127692494
374,0.06133489461025826
375,0.06133489461025826
376,0.06133489461025826
377,0.07608959421296975
378,0.006865811280406309
379,0.06588755489318045
380,0.06267648188691169
381,0.0671908564012862
382,0.07052418973461955
383,0.07052418973461955
384,0.07052418973461955
385,0.06613429462753542
386,0.006865811280406309
387,0.06092320339238098
388,0.05071096352496871
389,0.05522533803934323
390,0.05855867137267657
391,0.05855867137267657
392,0.05855867137267657
393,0.051301472643061743
394,0.008325478876202752
395,0.05288624816022498
396,0.048346712396162665
397,0.045013379062829324
398,0.048346712396162665
399,0.048346712396162665
400,0.048346712396162665
401,0.04672750191961383
402,0.005278743625405655
403,0.04571859767153983
404,0.05271976453268334
405,0.04938643119935002
406,0.05271976453268334
407,0.05271976453268334
408,0.05271976453268334
409,0.06508724771910775
410,0.007840041982998869
411,0.06604526182549574
412,0.054989630329351516
413,0.05165629699601819
414,0.054989630329351516
415,0.054989630329351516
416,0.054989630329351516
417,0.051301472643061743
418,0.008325478876202752
419,0.05288624816022498
420,0.048346712396162665
421,0.045013379062829324
422,0.048346712396162665
423,0.048346712396162665
424,0.048346712396162665
425,0.05304724482324559
426,0.008325478876202752
427,0.05404088733548271
428,0.049501351571420396
429,0.046168018238087055
430,0.049501351571420396
431,0.049501351571420396
432,0.049501351571420396
433,0.051301472643061743
434,0.008325478876202752
435,0.043795339069315896
436,0.03925580330525357
437,0.03592246997192024
438,0.03925580330525357
439,0.03925580330525357
440,0.03925580330525357
441,0.07451796043042705
442,0.008325478876202752
443,0.05095122079607515
444,0.04641168503201284
445,0.0430783516986795
446,0.04641168503201284
447,0.04641168503201284
448,0.04641168503201284
449,0.05304724482324559
450,0.008325478876202752
451,0.05404088733548271
452,0.049501351571420396
453,0.046168018238087055
454,0.049501351571420396
455,0.049501351571420396
456,0.049501351571420396
457,0.07722066313312975
458,0.008325478876202752
459,0.06274483258968694
460,0.05820529682562462
461,0.05487196349229128
462,0.05820529682562462
463,0.05820529682562462
464,0.05820529682562462
465,0.069076245957181
466,0.01454947630207088
467,0.06465322966566255
468,0.05549979428770062
469,0.0521664609543673
470,0.05549979428770062
471,0.05549979428770062
472,0.05549979428770062
473,0.04672750191961383
474,0.005278743625405655
475,0.04571859767153983
476,0.05271976453268334
477,0.04938643119935002
478,0.05271976453268334
479,0.05271976453268334
480,0.05271976453268334
481,0.0691276400995262
482,0.003333333333333333
483,0.0672411212641602
484,0.056717160922757144
485,0.061231535437131654
486,0.064564868770465
487,0.064564868770465
488,0.064564868770465
489,0.0587120878881049
490,0.005025666778261355
491,0.07885184292564765
492,0.04969840754768572
493,0.04636507421435239
494,0.04969840754768572
495,0.04969840754768572
496,0.04969840754768572
497,0.06508724771910775
498,0.007840041982998869
499,0.06604526182549574
500,0.054989630329351516
501,0.05165629699601819
502,0.054989630329351516
503,0.054989630329351516
504,0.054989630329351516
505,0.08560258301480188
506,0.006971077070333678
507,0.05870251004711666
508,0.04749630761638766
509,0.044162974283054324
510,0.04749630761638766
511,0.04749630761638766
512,0.04749630761638766
513,0.04672750191961383
514,0.005278743625405655
515,0.06539601702637853
516,0.05271976453268334
517,0.04938643119935002
518,0.05271976453268334
519,0.05271976453268334
520,0.05271976453268334
521,0.05053820384211878
522,0.006971077070333678
523,0.05614574596825552
524,0.04699231059029359
525,0.043658977256960246
526,0.04699231059029359
527,0.04699231059029359
528,0.04699231059029359
529,0.06220422318297512
530,0.006485640177129794
531,0.07767186583109403
532,0.06263108131769442
533,0.059297747984361084
534,0.06263108131769442
535,0.06263108131769442
536,0.06263108131769442
537,0.05876205166448575
538,0.006485640177129794
539,0.06584259753841111
540,0.06080181302501149
541,0.05746847969167817
542,0.06080181302501149
543,0.06080181302501149
544,0.06080181302501149
545,0.05304724482324559
546,0.008325478876202752
547,0.05404088733548271
548,0.049501351571420396
549,0.046168018238087055
550,0.049501351571420396
551,0.049501351571420396
552,0.049501351571420396
553,0.0683753023083875
554,0.008325478876202752
555,0.06389947176494466
556,0.05935993600088235
557,0.056026602667549025
558,0.05935993600088235
559,0.05935993600088235
560,0.05935993600088235
561,0.05627850869980689
562,0.013462384363176306
563,0.06630039237504672
564,0.05425844100050357
565,0.05092510766717025
566,0.05425844100050357
567,0.05425844100050357
568,0.05425844100050357
569,0.051301472643061743
570,0.008325478876202752
571,0.05288624816022498
572,0.048346712396162665
573,0.045013379062829324
574,0.048346712396162665
575,0.048346712396162665
576,0.048346712396162665
577,0.053778347195547534
578,0.007840041982998869
579,0.04695435273458665
580,0.044589820714882225
581,0.041256487381548884
582,0.044589820714882225
583,0.044589820714882225
584,0.044589820714882225
585,0.06871765168338474
586,0.006485640177129794
587,0.051893657222423874
