Id,WnvPresent
1,0.046153846153846156
2,0.0
3,0.06153846153846154
4,0.06153846153846154
5,0.06153846153846154
6,0.06153846153846154
7,0.06153846153846154
8,0.06153846153846154
9,0.046153846153846156
10,0.0
11,0.046153846153846156
12,0.06153846153846154
13,0.06153846153846154
14,0.06153846153846154
15,0.06153846153846154
16,0.06153846153846154
17,0.046153846153846156
18,0.0
19,0.06153846153846154
20,0.046153846153846156
21,0.046153846153846156
22,0.046153846153846156
23,0.046153846153846156
24,0.046153846153846156
25,0.03076923076923077
26,0.0
27,0.0
28,0.015384615384615385
29,0.0
30,0.015384615384615385
31,0.015384615384615385
32,0.015384615384615385
33,0.015384615384615385
34,0.0
35,0.0
36,0.015384615384615385
37,0.015384615384615385
38,0.015384615384615385
39,0.015384615384615385
40,0.015384615384615385
41,0.046153846153846156
42,0.0
43,0.0
44,0.015384615384615385
45,0.015384615384615385
46,0.015384615384615385
47,0.015384615384615385
48,0.015384615384615385
49,0.015384615384615385
50,0.0
51,0.0
52,0.015384615384615385
53,0.015384615384615385
54,0.015384615384615385
55,0.015384615384615385
56,0.015384615384615385
57,0.03076923076923077
58,0.0
59,0.015384615384615385
60,0.0
61,0.0
62,0.015384615384615385
63,0.015384615384615385
64,0.015384615384615385
65,0.03076923076923077
66,0.0
67,0.0
68,0.0
69,0.0
70,0.015384615384615385
71,0.015384615384615385
72,0.015384615384615385
73,0.015384615384615385
74,0.0
75,0.03076923076923077
76,0.03076923076923077
77,0.03076923076923077
78,0.03076923076923077
79,0.03076923076923077
80,0.03076923076923077
81,0.046153846153846156
82,0.0
83,0.0
84,0.015384615384615385
85,0.015384615384615385
86,0.03076923076923077
87,0.03076923076923077
88,0.03076923076923077
89,0.015384615384615385
90,0.0
91,0.03076923076923077
92,0.015384615384615385
93,0.015384615384615385
94,0.015384615384615385
95,0.015384615384615385
96,0.015384615384615385
97,0.015384615384615385
98,0.0
99,0.03076923076923077
100,0.015384615384615385
101,0.015384615384615385
102,0.015384615384615385
103,0.015384615384615385
104,0.015384615384615385
105,0.046153846153846156
106,0.0
107,0.0
108,0.015384615384615385
109,0.015384615384615385
110,0.015384615384615385
111,0.015384615384615385
112,0.015384615384615385
113,0.046153846153846156
114,0.0
115,0.06153846153846154
116,0.07692307692307693
117,0.07692307692307693
118,0.07692307692307693
119,0.07692307692307693
120,0.07692307692307693
121,0.03076923076923077
122,0.0
123,0.046153846153846156
124,0.015384615384615385
125,0.015384615384615385
126,0.015384615384615385
127,0.015384615384615385
128,0.015384615384615385
129,0.046153846153846156
130,0.0
131,0.03076923076923077
132,0.046153846153846156
133,0.046153846153846156
134,0.046153846153846156
135,0.046153846153846156
136,0.046153846153846156
137,0.0
138,0.0
139,0.015384615384615385
140,0.015384615384615385
141,0.015384615384615385
142,0.015384615384615385
143,0.015384615384615385
144,0.015384615384615385
145,0.046153846153846156
146,0.0
147,0.06153846153846154
148,0.046153846153846156
149,0.046153846153846156
150,0.046153846153846156
151,0.046153846153846156
152,0.06153846153846154
153,0.046153846153846156
154,0.0
155,0.06153846153846154
156,0.046153846153846156
157,0.046153846153846156
158,0.046153846153846156
159,0.046153846153846156
160,0.06153846153846154
161,0.046153846153846156
162,0.0
163,0.06153846153846154
164,0.046153846153846156
165,0.046153846153846156
166,0.06153846153846154
167,0.06153846153846154
168,0.06153846153846154
169,0.015384615384615385
170,0.0
171,0.03076923076923077
172,0.015384615384615385
173,0.015384615384615385
174,0.015384615384615385
175,0.015384615384615385
176,0.015384615384615385
177,0.046153846153846156
178,0.0
179,0.03076923076923077
180,0.046153846153846156
181,0.046153846153846156
182,0.046153846153846156
183,0.046153846153846156
184,0.046153846153846156
185,0.03076923076923077
186,0.0
187,0.03076923076923077
188,0.015384615384615385
189,0.015384615384615385
190,0.015384615384615385
191,0.015384615384615385
192,0.015384615384615385
193,0.015384615384615385
194,0.0
195,0.046153846153846156
196,0.015384615384615385
197,0.015384615384615385
198,0.015384615384615385
199,0.015384615384615385
200,0.015384615384615385
201,0.03076923076923077
202,0.0
203,0.015384615384615385
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.015384615384615385
212,0.015384615384615385
213,0.015384615384615385
214,0.015384615384615385
215,0.015384615384615385
216,0.015384615384615385
217,0.046153846153846156
218,0.0
219,0.0
220,0.015384615384615385
221,0.015384615384615385
222,0.015384615384615385
223,0.015384615384615385
224,0.015384615384615385
225,0.046153846153846156
226,0.0
227,0.0
228,0.03076923076923077
229,0.015384615384615385
230,0.03076923076923077
231,0.03076923076923077
232,0.03076923076923077
233,0.03076923076923077
234,0.015384615384615385
235,0.03076923076923077
236,0.015384615384615385
237,0.015384615384615385
238,0.015384615384615385
239,0.015384615384615385
240,0.015384615384615385
241,0.046153846153846156
242,0.0
243,0.03076923076923077
244,0.06153846153846154
245,0.046153846153846156
246,0.06153846153846154
247,0.06153846153846154
248,0.06153846153846154
249,0.046153846153846156
250,0.0
251,0.06153846153846154
252,0.06153846153846154
253,0.06153846153846154
254,0.06153846153846154
255,0.06153846153846154
256,0.06153846153846154
257,0.046153846153846156
258,0.0
259,0.0
260,0.03076923076923077
261,0.015384615384615385
262,0.03076923076923077
263,0.03076923076923077
264,0.03076923076923077
265,0.015384615384615385
266,0.0
267,0.03076923076923077
268,0.015384615384615385
269,0.015384615384615385
270,0.015384615384615385
271,0.015384615384615385
272,0.015384615384615385
273,0.03076923076923077
274,0.0
275,0.03076923076923077
276,0.015384615384615385
277,0.015384615384615385
278,0.015384615384615385
279,0.015384615384615385
280,0.015384615384615385
281,0.03076923076923077
282,0.0
283,0.015384615384615385
284,0.015384615384615385
285,0.015384615384615385
286,0.015384615384615385
287,0.015384615384615385
288,0.015384615384615385
289,0.03076923076923077
290,0.0
291,0.03076923076923077
292,0.015384615384615385
293,0.015384615384615385
294,0.015384615384615385
295,0.015384615384615385
296,0.015384615384615385
297,0.046153846153846156
298,0.0
299,0.06153846153846154
300,0.06153846153846154
301,0.06153846153846154
302,0.06153846153846154
303,0.06153846153846154
304,0.06153846153846154
305,0.03076923076923077
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.03076923076923077
314,0.0
315,0.03076923076923077
316,0.046153846153846156
317,0.046153846153846156
318,0.046153846153846156
319,0.046153846153846156
320,0.046153846153846156
321,0.03076923076923077
322,0.0
